date,reward,reward(USD),MATIC(USD),diff,diff(USD)
2021-01-21,175289082.00332665,6038510.186923232,0.0344488665118837,503525.79106733203,17345.892761769162
2021-01-22,175818949.99462456,5056913.6874452075,0.028762051460322187,529867.9912979007,15240.090432887768
2021-01-23,176097209.99739316,5521363.955738505,0.031354068334303764,278260.00276860595,8724.583141510426
2021-01-24,176713521.99421644,6017448.2468473,0.034051996581474064,616311.996823281,20986.654008947822
2021-01-25,177276095.89928016,5889944.363929217,0.03322469582856566,562573.9050637186,18691.346876830423
2021-01-26,177851721.27341625,5895607.597046563,0.03314900499603876,575625.3741360903,19081.408403083937
2021-01-27,178343502.3546845,7707780.165055603,0.04321873274489466,491781.08126825094,21254.15512032786
2021-01-28,178744567.71238455,7513706.033006501,0.04203599655737066,401065.3577000499,16859.18199555993
2021-01-29,179078042.90890017,6941294.662361292,0.038761282788267,333475.19651561975,12925.926395014847
2021-01-30,179649875.9063297,7235442.37631424,0.040275242828928144,571832.9974295199,23030.712829067757
2021-01-31,179891958.3020122,7145957.838163191,0.03972360913524648,242082.3956825137,9616.386464616255
2021-02-01,180154134.19969106,6880547.3090866795,0.03819255849804682,262175.8976788521,10013.168308877495
2021-02-02,180376100.09059793,7352017.234554469,0.0407593757202964,221965.89090687037,9047.19114456345
2021-02-03,180719337.44526562,7414544.787592406,0.041027954686022716,343237.3546676934,14082.326633856432
2021-02-04,181072127.31436312,7965718.195542745,0.04399196228425205,352789.86909750104,15519.918615603483
2021-02-05,181728296.54161477,8583875.819616912,0.04723466836465532,656169.2272516489,30993.93584032379
2021-02-06,182283549.13783273,10103762.298901018,0.055428821452566265,555252.5962179601,30776.99701683918
2021-02-07,182990235.04343608,9565177.149252398,0.052271516821550214,706685.9056033492,36939.54420229791
2021-02-08,183644747.29562157,12343572.006296095,0.06721440274262823,654512.2521854937,43992.65011838043
2021-02-09,184198831.7240601,13221631.13238484,0.07177912589690885,554084.4284385145,39771.695946404914
2021-02-10,184753591.10523856,18238899.454544682,0.09872013499405008,554759.3811784685,54765.92099915409
2021-02-11,185561211.0637987,21652613.797098447,0.11668717655466242,807619.9585601389,94238.89269357608
2021-02-12,186418996.65566096,23065350.807477187,0.12372854280554767,857785.5918622613,106132.56132071184
2021-02-13,187323169.65615153,22721354.88532532,0.12129495207150513,904173.000490576,109671.6207588534
2021-02-14,188280789.26993135,20950178.19827757,0.11127092827427051,957619.613779813,106555.22335892821
2021-02-15,189037878.70873815,19035075.344720446,0.10069450352883468,757089.438806802,76234.74516757499
2021-02-16,189593100.94565284,20191290.12326393,0.10649802140770825,555222.2369146943,59130.06967297678
2021-02-17,189996879.75478968,20675500.81559265,0.10882021242810139,403778.8091368377,43939.295784236485
2021-02-18,190451116.25159904,21371980.182784908,0.11221766825746007,454236.49680936337,50973.36050938396
2021-02-19,191006182.17432088,23541474.94639375,0.12324980625448415,555065.922721833,68411.76743393239
2021-02-20,191610862.69385448,30093595.434433162,0.15705579011204127,604680.5195336044,94968.57676070984
2021-02-21,192403083.98931852,28080296.95110553,0.1459451499886792,792221.2954640388,115620.85579072488
2021-02-22,192906044.51505265,31162554.1053343,0.16154265245380975,502960.52573412657,81249.57740665344
2021-02-23,193309161.2146473,29332746.420655042,0.15174007396413278,403116.6995946467,61168.957812668785
2021-02-24,193711593.01292977,26643262.262738608,0.13754087635302362,402431.7982824743,55350.82220809474
2021-02-25,194210986.4650184,31063952.804422442,0.15994951351538364,499393.45208862424,79877.7397143435
2021-02-26,194812191.17108107,34062762.265179925,0.17484923330730637,601204.7060626745,105120.18191580313
2021-02-27,195266063.91423362,37187925.46929792,0.19044745781136815,453872.7431525588,86438.91010327688
2021-02-28,195716570.55597335,39047228.75065486,0.19950905863378424,450506.64173972607,89880.15600176023
2021-03-01,196111124.3440457,44025340.7619136,0.22449180743402478,394553.78807234764,88574.09301430249
