blocknumber,timestamp,totalStaked,totalRewards 
12552580,1622604315,16629771.998614938805580074,201179489.204211582010647007
12557580,1622670062,16633472.171506065964198613,201179489.204211582010647007
12562580,1622737634,16633472.171506065964198613,201179489.204211582010647007
12567580,1622804771,16633472.171506065964198613,201179489.204211582010647007
12572580,1622870464,16633572.171506065964198613,201179489.204211582010647007
12577580,1622937856,16632572.171506065964198613,201179489.204211582010647007
12582580,1623004617,16632572.171506065964198613,201179489.204211582010647007
12587580,1623071620,16633008.625668059358090079,201179489.204211582010647007
12592580,1623138110,15632009.549240763194212768,201179489.204211582010647007
12597580,1623204630,15638832.819688402584223370,201179489.204211582010647007
12602580,1623272155,15638832.819688402584223370,201179489.204211582010647007
12607580,1623339036,15638832.819688402584223370,201179489.204211582010647007
12612580,1623405366,15639332.819688402584223370,201179489.204211582010647007
12617580,1623472123,15639332.819688402584223370,201179489.204211582010647007
12622580,1623539448,15652374.763307850306032230,201179489.204211582010647007
12627580,1623606549,15652374.763307850306032230,201179489.204211582010647007
12632580,1623673972,15652374.763307850306032230,201179489.204211582010647007
12637580,1623740252,15659880.856449104080250571,201179489.204211582010647007
12642580,1623806700,15659880.856449104080250571,201179489.204211582010647007
12647580,1623874080,15659880.856449104080250571,201179489.204211582010647007
12652580,1623941647,15657342.500890156860331566,201179489.204211582010647007
12657580,1624007561,15657342.500890156860331566,201179489.204211582010647007
12662580,1624075505,15661225.686175859279475940,201179489.204211582010647007
12667580,1624143026,15661225.686175859279475940,201179489.204211582010647007
12672580,1624210629,15661225.686175859279475940,201179489.204211582010647007
12677580,1624278114,15662325.778054355161315233,201179489.204211582010647007
12682580,1624345382,15662325.778054355161315233,201179489.204211582010647007
12687580,1624412587,15662325.778054355161315233,201179489.204211582010647007
12692580,1624480342,15662325.778054355161315233,201179489.204211582010647007
12697580,1624547789,15662325.778054355161315233,201179489.204211582010647007
12702580,1624615025,15676354.880397120842792881,201179489.204211582010647007
12707580,1624682567,15796735.712593384833506459,201179489.204211582010647007
12712580,1624749908,15796735.712593384833506459,201179489.204211582010647007
12717580,1624817396,15796735.712593384833506459,201179489.204211582010647007
12722580,1624883959,15798100.077144773807540182,201179489.204211582010647007
12727580,1624950734,15800471.149193132138407557,201179489.204211582010647007
12732580,1625018273,15800471.149193132138407557,201179489.204211582010647007
12737580,1625085159,15841046.928331422110267480,201179489.204211582010647007
12742580,1625153173,15842798.558978412566696383,201179489.204211582010647007
12747580,1625220938,15843512.802594294952622283,201179489.204211582010647007
12752580,1625287485,15843634.292611797833448839,201179489.204211582010647007
12757580,1625355014,15843634.292611797833448839,201179489.204211582010647007
12762580,1625422399,15846394.148103644263316267,201179489.204211582010647007
12767580,1625489445,15846394.148103644263316267,201179489.204211582010647007
12772580,1625556552,16048997.641725698273119932,201179489.204211582010647007
12777580,1625624016,16048997.641725698273119932,201179489.204211582010647007
12782580,1625691331,16048997.641725698273119932,201179489.204211582010647007
12787580,1625759209,16048997.641725698273119932,201179489.204211582010647007
12792580,1625825645,16048997.641725698273119932,201179489.204211582010647007
12797580,1625891990,16048997.641725698273119932,201179489.204211582010647007
12802580,1625960095,16048997.641725698273119932,201179489.204211582010647007
12807580,1626027492,16048997.641725698273119932,201179489.204211582010647007
12812580,1626094834,16048997.641725698273119932,201179489.204211582010647007
12817580,1626163139,16048997.641725698273119932,201179489.204211582010647007
12822580,1626230675,16048997.641725698273119932,201179489.204211582010647007
12827580,1626298741,16048997.641725698273119932,201179489.204211582010647007
12832580,1626366319,16054831.205988566274584876,201179489.204211582010647007
12837580,1626434068,16054831.205988566274584876,201179489.204211582010647007
12842580,1626502004,16054831.205988566274584876,201179489.204211582010647007
12847580,1626570158,16067995.490325216043930956,201179489.204211582010647007
12852580,1626637650,16068095.490325216043930956,201179489.204211582010647007
12857580,1626705119,16070481.930246282304961649,201179489.204211582010647007
12862580,1626772880,16070481.930246282304961649,201179489.204211582010647007
12867580,1626840584,16070481.930246282304961649,201179489.204211582010647007
12872580,1626907900,16133025.532755267204759955,201179489.204211582010647007
12877580,1626975992,16133025.532755267204759955,201179489.204211582010647007
12882580,1627042423,16134377.006244590776307103,201179489.204211582010647007
12887580,1627110479,16134377.006244590776307103,201179489.204211582010647007
12892580,1627177551,16134377.006244590776307103,201179489.204211582010647007
12897580,1627245202,16134377.006244590776307103,201179489.204211582010647007
12902580,1627312571,16134377.006244590776307103,201179489.204211582010647007
12907580,1627381595,16134377.006244590776307103,201179489.204211582010647007
12912580,1627449690,16134377.006244590776307103,201179489.204211582010647007
12917580,1627518888,16134677.006244590776307103,201179489.204211582010647007
12922580,1627587364,16134677.006244590776307103,201179489.204211582010647007
