10342667,1,0
10342675,2,0
10342676,3,0
10342677,4,0
10342681,5,0
10342683,6,0
10342683,7,0
10496734,8,0
10548598,9,0
10593066,10,0
10600025,11,0
10676389,12,0
10683478,13,0
10689130,14,0
10723085,15,0
10729780,16,0
10743907,17,12332038
10750389,18,0
10767562,19,0
10769801,20,0
10782315,21,12329896
10787525,22,0
10794310,23,0
10821465,24,11517376
10822285,25,0
10904475,26,0
10917957,27,0
10918912,28,0
10926074,29,0
10930455,30,0
10931583,31,0
10935087,32,0
10945345,33,0
10955874,34,0
10970106,35,12651871
10979348,36,0
11008365,37,0
11015317,38,0
11022137,39,12234325
11025611,40,0
11028580,41,0
11035342,42,0
11045584,43,0
11063099,44,11950889
11086400,45,0
11087987,46,12326820
11088941,47,0
11092815,48,12842590
11093202,49,0
11098185,50,0
11102157,51,12494562
11107430,52,12548585
11136848,53,0
11165457,54,0
11175614,55,0
11184307,56,12334592
11191623,57,12495230
11193422,58,12868814
11205235,59,0
11232431,60,0
11243624,61,12413059
11254436,62,0
11270103,63,0
11314273,64,0
11338821,65,0
11342027,66,0
11358304,67,12093442
11369593,68,0
11371077,69,11866537
11377867,70,0
11404317,72,0
11405724,73,0
11410376,74,11570291
11410520,75,0
11430451,76,0
11457772,77,0
11458378,78,0
11477864,79,0
11498939,80,0
11503804,81,12588966
11504540,82,0
11517399,83,12125930
11570642,84,12137227
11633431,85,0
11642964,86,0
11646634,87,0
11727985,88,0
11744094,89,11953991
11765382,90,11856658
11775395,91,0
11776455,92,0
11776631,93,0
11776681,94,0
11796266,95,0
11869701,96,12171115
11879970,97,0
11889718,98,0
11930836,99,0
11931336,100,0
12102722,101,0
12128192,102,0
12156474,103,12501403
12159078,104,0
12191277,105,0
12202125,106,0
12214128,107,0
12224778,108,0
12231983,109,0
12246615,110,0
12295121,111,0
12310280,112,0
12311801,113,12323899
12311961,114,0
12315706,115,0
12316552,116,0
12317586,117,0
12317683,118,0
12328203,119,12574400
12332217,120,0
12335818,121,0
12336628,122,0
12368205,123,0
12439342,124,12477324
12442442,125,0
12478269,126,0
12478825,127,0
12491990,128,0
12567673,129,0
12608500,130,0
12830679,131,0
12851613,132,0
12870804,133,0
12914659,134,0
